DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2014-10-21	24556642	Zeng Z	2014-02-18	Caries Res	www.ncbi.nlm.nih.gov/pubmed/24556642	Genome-wide association study of primary dentition pit-and-fissure and smooth surface caries.	Smooth-surface caries	1006 European ancestry individuals	NA	7q34	7	141188521	LOC100507421	TMEM178B			ENSG00000261115			rs16882396-C	rs16882396	0	16882396	intron_variant	0	0.015	2E-6	5.698970004336019		1.1568	[NR] unit decrease	Illumina [1216189] (imputed)	N	smooth surface dental caries	http://www.ebi.ac.uk/efo/EFO_0006339	GCST002361	Genome-wide genotyping array
2014-10-21	24556642	Zeng Z	2014-02-18	Caries Res	www.ncbi.nlm.nih.gov/pubmed/24556642	Genome-wide association study of primary dentition pit-and-fissure and smooth surface caries.	Smooth-surface caries	1006 European ancestry individuals	NA	11p15.4	11	6321099	PRKCDBP	AC068733.3			ENSG00000282556			rs1488864-A	rs1488864	0	1488864	intron_variant	0	0.0932	1E-6	6.0		1.295	[NR] unit increase	Illumina [1216189] (imputed)	N	smooth surface dental caries	http://www.ebi.ac.uk/efo/EFO_0006339	GCST002361	Genome-wide genotyping array
2014-10-21	24556642	Zeng Z	2014-02-18	Caries Res	www.ncbi.nlm.nih.gov/pubmed/24556642	Genome-wide association study of primary dentition pit-and-fissure and smooth surface caries.	Smooth-surface caries	1006 European ancestry individuals	NA	13q32.2	13	98048363	IPO5	IPO5 - FARP1	ENSG00000065150	ENSG00000152767		24067	94199	rs16954776-A	rs16954776	0	16954776	intergenic_variant	1	0.0156	9E-7	6.045757490560675		5.1206	[NR] unit decrease	Illumina [1216189] (imputed)	N	smooth surface dental caries	http://www.ebi.ac.uk/efo/EFO_0006339	GCST002361	Genome-wide genotyping array
2014-10-21	24556642	Zeng Z	2014-02-18	Caries Res	www.ncbi.nlm.nih.gov/pubmed/24556642	Genome-wide association study of primary dentition pit-and-fissure and smooth surface caries.	Smooth-surface caries	1006 European ancestry individuals	NA	20q11.21	20	33210631	BASE, PLUNC, BPIFA4P	BPIFA4P - AL121901.1	ENSG00000183566	ENSG00000224876		169	4289	rs17124372-T	rs17124372	0	17124372	intergenic_variant	1	0.0241	2E-6	5.698970004336019		5.1975	[NR] unit decrease	Illumina [1216189] (imputed)	N	smooth surface dental caries	http://www.ebi.ac.uk/efo/EFO_0006339	GCST002361	Genome-wide genotyping array
2014-10-21	24556642	Zeng Z	2014-02-18	Caries Res	www.ncbi.nlm.nih.gov/pubmed/24556642	Genome-wide association study of primary dentition pit-and-fissure and smooth surface caries.	Smooth-surface caries	1006 European ancestry individuals	NA	1p36.32	1	4499841	AJAP1	AL355602.1 - Z98747.1	ENSG00000284694	ENSG00000227169		15466	51894	rs4654438-T	rs4654438	0	4654438	intergenic_variant	1	0.4593	2E-6	5.698970004336019		1.6269	[NR] unit decrease	Illumina [1216189] (imputed)	N	smooth surface dental caries	http://www.ebi.ac.uk/efo/EFO_0006339	GCST002361	Genome-wide genotyping array
2014-10-21	24556642	Zeng Z	2014-02-18	Caries Res	www.ncbi.nlm.nih.gov/pubmed/24556642	Genome-wide association study of primary dentition pit-and-fissure and smooth surface caries.	Smooth-surface caries	1006 European ancestry individuals	NA	1q41	1	218758563	LOC643723	AC092015.1 - NXNP1	ENSG00000212610	ENSG00000226693		216664	123037	rs12037343-T	rs12037343	0	12037343	intergenic_variant	1	0.0609	3E-6	5.522878745280337		2.2172	[NR] unit increase	Illumina [1216189] (imputed)	N	smooth surface dental caries	http://www.ebi.ac.uk/efo/EFO_0006339	GCST002361	Genome-wide genotyping array
2014-10-21	24556642	Zeng Z	2014-02-18	Caries Res	www.ncbi.nlm.nih.gov/pubmed/24556642	Genome-wide association study of primary dentition pit-and-fissure and smooth surface caries.	Smooth-surface caries	1006 European ancestry individuals	NA	1q42.2	1	232620280	SIPA1L2	SIPA1L2 - RNU6-1211P	ENSG00000116991	ENSG00000238382		58722	79924	rs10495332-T	rs10495332	0	10495332	intergenic_variant	1	0.0227	8E-6	5.096910013008056		4.119	[NR] unit decrease	Illumina [1216189] (imputed)	N	smooth surface dental caries	http://www.ebi.ac.uk/efo/EFO_0006339	GCST002361	Genome-wide genotyping array
2014-10-21	24556642	Zeng Z	2014-02-18	Caries Res	www.ncbi.nlm.nih.gov/pubmed/24556642	Genome-wide association study of primary dentition pit-and-fissure and smooth surface caries.	Smooth-surface caries	1006 European ancestry individuals	NA	2q22.2	2	143338805	ARHGAP15	AC079793.1, ARHGAP15			ENSG00000228655, ENSG00000075884			rs10176394-T	rs10176394	0	10176394	intron_variant	0	0.1431	2E-6	5.698970004336019		1.7701	[NR] unit decrease	Illumina [1216189] (imputed)	N	smooth surface dental caries	http://www.ebi.ac.uk/efo/EFO_0006339	GCST002361	Genome-wide genotyping array
2014-10-21	24556642	Zeng Z	2014-02-18	Caries Res	www.ncbi.nlm.nih.gov/pubmed/24556642	Genome-wide association study of primary dentition pit-and-fissure and smooth surface caries.	Smooth-surface caries	1006 European ancestry individuals	NA	3p24.1	3	28923310	LINC00693	AC098650.1, RBMS3			ENSG00000283563, ENSG00000144642			rs4016429-C	rs4016429	0	4016429	intron_variant	0	0.0157	2E-6	5.698970004336019		4.564	[NR] unit decrease	Illumina [1216189] (imputed)	N	smooth surface dental caries	http://www.ebi.ac.uk/efo/EFO_0006339	GCST002361	Genome-wide genotyping array
2014-10-21	24556642	Zeng Z	2014-02-18	Caries Res	www.ncbi.nlm.nih.gov/pubmed/24556642	Genome-wide association study of primary dentition pit-and-fissure and smooth surface caries.	Smooth-surface caries	1006 European ancestry individuals	NA	3q13.31	3	114171942	DRD3	DRD3			ENSG00000151577			rs3732783-T	rs3732783	0	3732783	synonymous_variant	0	0.0582	9E-6	5.045757490560675		1.8772	[NR] unit decrease	Illumina [1216189] (imputed)	N	smooth surface dental caries	http://www.ebi.ac.uk/efo/EFO_0006339	GCST002361	Genome-wide genotyping array
2014-10-21	24556642	Zeng Z	2014-02-18	Caries Res	www.ncbi.nlm.nih.gov/pubmed/24556642	Genome-wide association study of primary dentition pit-and-fissure and smooth surface caries.	Smooth-surface caries	1006 European ancestry individuals	NA	4q13.3	4	73104747	ANKRD17	ANKRD17			ENSG00000132466			rs6818964-T	rs6818964	0	6818964	intron_variant	0	0.022	7E-7	6.154901959985743		5.63	[NR] unit increase	Illumina [1216189] (imputed)	N	smooth surface dental caries	http://www.ebi.ac.uk/efo/EFO_0006339	GCST002361	Genome-wide genotyping array
2014-10-21	24556642	Zeng Z	2014-02-18	Caries Res	www.ncbi.nlm.nih.gov/pubmed/24556642	Genome-wide association study of primary dentition pit-and-fissure and smooth surface caries.	Smooth-surface caries	1006 European ancestry individuals	NA	6q27	6	166949985	RPS6KA2, RNASET2	RNASET2, AL159163.1			ENSG00000026297, ENSG00000249141			rs3798305-T	rs3798305	0	3798305	intron_variant	0	0.0103	7E-6	5.154901959985743		4.8339	[NR] unit increase	Illumina [1216189] (imputed)	N	smooth surface dental caries	http://www.ebi.ac.uk/efo/EFO_0006339	GCST002361	Genome-wide genotyping array
2014-10-21	24556642	Zeng Z	2014-02-18	Caries Res	www.ncbi.nlm.nih.gov/pubmed/24556642	Genome-wide association study of primary dentition pit-and-fissure and smooth surface caries.	Smooth-surface caries	1006 European ancestry individuals	NA	7p21.3	7	7273854	C1GALT1	AC005532.1			ENSG00000230825			rs6953213-A	rs6953213	0	6953213	intron_variant	0	0.0429	6E-6	5.221848749616356		2.4305	[NR] unit increase	Illumina [1216189] (imputed)	N	smooth surface dental caries	http://www.ebi.ac.uk/efo/EFO_0006339	GCST002361	Genome-wide genotyping array
2014-10-21	24556642	Zeng Z	2014-02-18	Caries Res	www.ncbi.nlm.nih.gov/pubmed/24556642	Genome-wide association study of primary dentition pit-and-fissure and smooth surface caries.	Smooth-surface caries	1006 European ancestry individuals	NA	7p14.3	7	32404823	LSM5	PDE1C			ENSG00000154678			rs215738-A	rs215738	0	215738	intron_variant	0	0.0321	8E-6	5.096910013008056		3.778	[NR] unit decrease	Illumina [1216189] (imputed)	N	smooth surface dental caries	http://www.ebi.ac.uk/efo/EFO_0006339	GCST002361	Genome-wide genotyping array
2014-10-21	24556642	Zeng Z	2014-02-18	Caries Res	www.ncbi.nlm.nih.gov/pubmed/24556642	Genome-wide association study of primary dentition pit-and-fissure and smooth surface caries.	Smooth-surface caries	1006 European ancestry individuals	NA	7p14.3	7	33141626	BBS9	BBS9			ENSG00000122507			rs17169807-T	rs17169807	0	17169807	intron_variant	0	0.0787	4E-6	5.3979400086720375		2.5493	[NR] unit decrease	Illumina [1216189] (imputed)	N	smooth surface dental caries	http://www.ebi.ac.uk/efo/EFO_0006339	GCST002361	Genome-wide genotyping array
2014-10-21	24556642	Zeng Z	2014-02-18	Caries Res	www.ncbi.nlm.nih.gov/pubmed/24556642	Genome-wide association study of primary dentition pit-and-fissure and smooth surface caries.	Smooth-surface caries	1006 European ancestry individuals	NA	14q12	14	24484796	AK056368	AL132800.1			ENSG00000258744			rs2877649-T	rs2877649	0	2877649	intron_variant	0	0.0339	2E-6	5.698970004336019		0.1877	[NR] unit increase	Illumina [1216189] (imputed)	N	smooth surface dental caries	http://www.ebi.ac.uk/efo/EFO_0006339	GCST002361	Genome-wide genotyping array
2014-10-21	24556642	Zeng Z	2014-02-18	Caries Res	www.ncbi.nlm.nih.gov/pubmed/24556642	Genome-wide association study of primary dentition pit-and-fissure and smooth surface caries.	Smooth-surface caries	1006 European ancestry individuals	NA	14q22.1	14	52417637	TXNDC16	PTGER2 - TXNDC16	ENSG00000125384	ENSG00000087301		89039	12959	rs10143866-T	rs10143866	0	10143866	intergenic_variant	1	0.117	2E-6	5.698970004336019		1.472	[NR] unit decrease	Illumina [1216189] (imputed)	N	smooth surface dental caries	http://www.ebi.ac.uk/efo/EFO_0006339	GCST002361	Genome-wide genotyping array
2014-10-21	24556642	Zeng Z	2014-02-18	Caries Res	www.ncbi.nlm.nih.gov/pubmed/24556642	Genome-wide association study of primary dentition pit-and-fissure and smooth surface caries.	Smooth-surface caries	1006 European ancestry individuals	NA	18q12.2	18	38618768	intergenic	AC108452.1 - AC100781.1	ENSG00000286716	ENSG00000268566		626355	36441	rs11082098-A	rs11082098	0	11082098	intergenic_variant	1	0.0558	2E-6	5.698970004336019		1.138	[NR] unit increase	Illumina [1216189] (imputed)	N	smooth surface dental caries	http://www.ebi.ac.uk/efo/EFO_0006339	GCST002361	Genome-wide genotyping array
2014-10-21	24556642	Zeng Z	2014-02-18	Caries Res	www.ncbi.nlm.nih.gov/pubmed/24556642	Genome-wide association study of primary dentition pit-and-fissure and smooth surface caries.	Smooth-surface caries	1006 European ancestry individuals	NA	Xq21.2	X	85840734	CHM	MIR1321 - SFR1P2	ENSG00000283435	ENSG00000223707		4876	8676	rs5967638-A	rs5967638	0	5967638	intergenic_variant	1	0.0658	8E-7	6.096910013008056		3.485	[NR] unit increase	Illumina [1216189] (imputed)	N	smooth surface dental caries	http://www.ebi.ac.uk/efo/EFO_0006339	GCST002361	Genome-wide genotyping array
2013-01-16	23064961	Shaffer JR	2012-10-11	J Dent Res	www.ncbi.nlm.nih.gov/pubmed/23064961	GWAS of dental caries patterns in the permanent dentition.	Dental caries	920 European ancestry individuals	NA	8p21.3	8	20479062	LZTS1	AC023403.1 - AC022559.1	ENSG00000253164	ENSG00000253178		106293	72139	rs10111661-?	rs10111661	0	10111661	intergenic_variant	1	NR	2E-6	5.698970004336019	(DMFS5max,DMFS5)			Illumina [518997]	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001713	Genome-wide genotyping array
2013-01-16	23064961	Shaffer JR	2012-10-11	J Dent Res	www.ncbi.nlm.nih.gov/pubmed/23064961	GWAS of dental caries patterns in the permanent dentition.	Dental caries	920 European ancestry individuals	NA	10p11.23	10	30623101	LYZL2	LYZL2			ENSG00000151033			rs399593-?	rs399593	0	399593	intron_variant	0	NR	9E-9	8.045757490560675	(DMFS2)			Illumina [518997]	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001713	Genome-wide genotyping array
2013-01-16	23064961	Shaffer JR	2012-10-11	J Dent Res	www.ncbi.nlm.nih.gov/pubmed/23064961	GWAS of dental caries patterns in the permanent dentition.	Dental caries	920 European ancestry individuals	NA	7q21.11	7	77967495	PHTF2	PHTF2 - AC004990.1	ENSG00000006576	ENSG00000232756		9992	22889	rs848452-?	rs848452	0	848452	intergenic_variant	1	NR	2E-6	5.698970004336019	(DMFS2)			Illumina [518997]	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001713	Genome-wide genotyping array
2013-01-16	23064961	Shaffer JR	2012-10-11	J Dent Res	www.ncbi.nlm.nih.gov/pubmed/23064961	GWAS of dental caries patterns in the permanent dentition.	Dental caries	920 European ancestry individuals	NA	7q22.3	7	105633273	ATXN7L1	ATXN7L1			ENSG00000146776			rs10242311-?	rs10242311	0	10242311	intron_variant	0	NR	6E-7	6.221848749616356	(DMFS5mand)			Illumina [518997]	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001713	Genome-wide genotyping array
2013-01-16	23064961	Shaffer JR	2012-10-11	J Dent Res	www.ncbi.nlm.nih.gov/pubmed/23064961	GWAS of dental caries patterns in the permanent dentition.	Dental caries	920 European ancestry individuals	NA	4q31.22	4	147361190	EDNRA	MIR548G - AC010683.1	ENSG00000221369	ENSG00000241281		16473	64784	rs1429138-?	rs1429138	0	1429138	regulatory_region_variant	1	NR	2E-7	6.698970004336019	(DMFS2,DMFS5mand)			Illumina [518997]	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001713	Genome-wide genotyping array
2013-01-16	23064961	Shaffer JR	2012-10-11	J Dent Res	www.ncbi.nlm.nih.gov/pubmed/23064961	GWAS of dental caries patterns in the permanent dentition.	Dental caries	920 European ancestry individuals	NA	1p36.32	1	4608610	AJAP1	LINC01646 - AJAP1	ENSG00000232596	ENSG00000196581		14594	45999	rs3896439-?	rs3896439	0	3896439	intergenic_variant	1	NR	2E-8	7.698970004336019	(DMFS5max, DMFS5)			Illumina [518997]	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001713	Genome-wide genotyping array
2013-01-16	23064961	Shaffer JR	2012-10-11	J Dent Res	www.ncbi.nlm.nih.gov/pubmed/23064961	GWAS of dental caries patterns in the permanent dentition.	Dental caries	920 European ancestry individuals	NA	1p36.22	1	9372331	SPSB1	SPSB1 - BX323043.1	ENSG00000171621	ENSG00000284652		2799	48767	rs9308447-?	rs9308447	0	9308447	intergenic_variant	1	NR	5E-7	6.301029995663981	(DMFS5mand)			Illumina [518997]	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001713	Genome-wide genotyping array
2013-01-16	23064961	Shaffer JR	2012-10-11	J Dent Res	www.ncbi.nlm.nih.gov/pubmed/23064961	GWAS of dental caries patterns in the permanent dentition.	Dental caries	920 European ancestry individuals	NA	2p24.3	2	12828774	TRIB2	AC064875.1			ENSG00000225649			rs10180496-?	rs10180496	0	10180496	intron_variant	0	NR	1E-7	7.0	(DMFS5, DMFS5mand)			Illumina [518997]	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001713	Genome-wide genotyping array
2013-01-16	23064961	Shaffer JR	2012-10-11	J Dent Res	www.ncbi.nlm.nih.gov/pubmed/23064961	GWAS of dental caries patterns in the permanent dentition.	Dental caries	920 European ancestry individuals	NA	6q22.1	6	116222684	NT5DC1	NT5DC1			ENSG00000178425			rs1204798-?	rs1204798	0	1204798	intron_variant	0	NR	2E-6	5.698970004336019	(DMFS2)			Illumina [518997]	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001713	Genome-wide genotyping array
2013-01-16	23064961	Shaffer JR	2012-10-11	J Dent Res	www.ncbi.nlm.nih.gov/pubmed/23064961	GWAS of dental caries patterns in the permanent dentition.	Dental caries	920 European ancestry individuals	NA	Xq26.1	X	130065837	BCORL1	ELF4			ENSG00000102034			rs3788848-?	rs3788848	0	3788848	3_prime_UTR_variant	0	NR	3E-6	5.522878745280337	(DMFS5,DMFS5max)			Illumina [518997]	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001713	Genome-wide genotyping array
2013-01-16	23064961	Shaffer JR	2012-10-11	J Dent Res	www.ncbi.nlm.nih.gov/pubmed/23064961	GWAS of dental caries patterns in the permanent dentition.	Dental caries	920 European ancestry individuals	NA	4p15.32	4	16016701	PROM1	PROM1			ENSG00000007062			rs2531154-?	rs2531154	0	2531154	intron_variant	0	NR	9E-7	6.045757490560675	(DMFS5max)			Illumina [518997]	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001713	Genome-wide genotyping array
2013-01-16	23064961	Shaffer JR	2012-10-11	J Dent Res	www.ncbi.nlm.nih.gov/pubmed/23064961	GWAS of dental caries patterns in the permanent dentition.	Dental caries	920 European ancestry individuals	NA	17q11.1	17	27240054	WSB1	AC129926.1			ENSG00000265246			rs12602978-?	rs12602978	0	12602978	intron_variant	0	NR	7E-7	6.154901959985743	(DMFS5mand)			Illumina [518997]	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001713	Genome-wide genotyping array
2013-01-16	23064961	Shaffer JR	2012-10-11	J Dent Res	www.ncbi.nlm.nih.gov/pubmed/23064961	GWAS of dental caries patterns in the permanent dentition.	Dental caries	920 European ancestry individuals	NA	21q21.2	21	24907037	intergenic	LINC01692			ENSG00000226983			rs2829459-?	rs2829459	0	2829459	intron_variant	0	NR	3E-6	5.522878745280337	(DMFS5mand)			Illumina [518997]	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001713	Genome-wide genotyping array
2013-01-16	23064961	Shaffer JR	2012-10-11	J Dent Res	www.ncbi.nlm.nih.gov/pubmed/23064961	GWAS of dental caries patterns in the permanent dentition.	Dental caries	920 European ancestry individuals	NA	18q21.1	18	49053600	SMAD7	DYM			ENSG00000141627			rs357894-?	rs357894	0	357894	intron_variant	0	NR	4E-6	5.3979400086720375	(DMFS5max)			Illumina [518997]	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001713	Genome-wide genotyping array
2013-01-16	23064961	Shaffer JR	2012-10-11	J Dent Res	www.ncbi.nlm.nih.gov/pubmed/23064961	GWAS of dental caries patterns in the permanent dentition.	Dental caries	920 European ancestry individuals	NA	13q21.32	13	67122013	PCDH9	PCDH9, AL160254.1			ENSG00000184226, ENSG00000285588			rs2875517-?	rs2875517	0	2875517	intron_variant	0	NR	3E-6	5.522878745280337	(DMFS3)			Illumina [518997]	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001713	Genome-wide genotyping array
2013-01-16	23064961	Shaffer JR	2012-10-11	J Dent Res	www.ncbi.nlm.nih.gov/pubmed/23064961	GWAS of dental caries patterns in the permanent dentition.	Dental caries	920 European ancestry individuals	NA	4q22.1	4	88143429	PKD2, SPP1, MEPE, IBSP, DMP1, DSPP, ABCG2	ABCG2			ENSG00000118777			rs3114018-?	rs3114018	0	3114018	intron_variant	0	NR	7E-8	7.154901959985743	(DMFS5mand,DMFS5)			Illumina [518997]	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001713	Genome-wide genotyping array
2013-01-16	23064961	Shaffer JR	2012-10-11	J Dent Res	www.ncbi.nlm.nih.gov/pubmed/23064961	GWAS of dental caries patterns in the permanent dentition.	Dental caries	920 European ancestry individuals	NA	1q32.1	1	204814890	NFASC	AL161793.2 - AC096675.1	ENSG00000251861	ENSG00000287197		86784	7774	rs7552806-?	rs7552806	0	7552806	intergenic_variant	1	NR	3E-6	5.522878745280337	(DMFS5,DMFS5max)			Illumina [518997]	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001713	Genome-wide genotyping array
2013-01-16	23064961	Shaffer JR	2012-10-11	J Dent Res	www.ncbi.nlm.nih.gov/pubmed/23064961	GWAS of dental caries patterns in the permanent dentition.	Dental caries	920 European ancestry individuals	NA	13q12.11	13	20705895	IFT88	IL17D			ENSG00000172458			rs735539-?	rs735539	0	735539	intron_variant	0	NR	4E-6	5.3979400086720375	(DMFS2)			Illumina [518997]	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001713	Genome-wide genotyping array
2013-01-16	23064961	Shaffer JR	2012-10-11	J Dent Res	www.ncbi.nlm.nih.gov/pubmed/23064961	GWAS of dental caries patterns in the permanent dentition.	Dental caries	920 European ancestry individuals	NA	19p12	19	22431320	ZNF98	ZNF98			ENSG00000197360			rs931608-?	rs931608	0	931608	intron_variant	0	NR	1E-6	6.0	(DMFS5mand)			Illumina [518997]	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001713	Genome-wide genotyping array
2013-01-16	23064961	Shaffer JR	2012-10-11	J Dent Res	www.ncbi.nlm.nih.gov/pubmed/23064961	GWAS of dental caries patterns in the permanent dentition.	Dental caries	920 European ancestry individuals	NA	10q21.3	10	66405509	CTNNA3	CTNNA3			ENSG00000183230			rs2441755-?	rs2441755	0	2441755	intron_variant	0	NR	4E-6	5.3979400086720375	(DMFS5)			Illumina [518997]	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001713	Genome-wide genotyping array
2013-01-16	23064961	Shaffer JR	2012-10-11	J Dent Res	www.ncbi.nlm.nih.gov/pubmed/23064961	GWAS of dental caries patterns in the permanent dentition.	Dental caries	920 European ancestry individuals	NA	18q23	18	76606653	ZNF516	LINC00683			ENSG00000266256			rs13381277-?	rs13381277	0	13381277	intron_variant	0	NR	4E-6	5.3979400086720375	(DMFS3)			Illumina [518997]	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001713	Genome-wide genotyping array
2013-01-16	23064961	Shaffer JR	2012-10-11	J Dent Res	www.ncbi.nlm.nih.gov/pubmed/23064961	GWAS of dental caries patterns in the permanent dentition.	Dental caries	920 European ancestry individuals	NA	1p22.3	1	84760616	LPAR3	SSX2IP - AC104169.1	ENSG00000117155	ENSG00000285325		69813	24811	rs1750491-?	rs1750491	0	1750491	intergenic_variant	1	NR	2E-6	5.698970004336019	(LPAR3)			Illumina [518997]	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001713	Genome-wide genotyping array
2013-01-16	23064961	Shaffer JR	2012-10-11	J Dent Res	www.ncbi.nlm.nih.gov/pubmed/23064961	GWAS of dental caries patterns in the permanent dentition.	Dental caries	920 European ancestry individuals	NA	1p21.3	1	98883280	LPPR5	SNX7 - PLPPR5	ENSG00000162627	ENSG00000117598		122780	6965	rs11166135-?	rs11166135	0	11166135	intergenic_variant	1	NR	1E-6	6.0	(DMFS3)			Illumina [518997]	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001713	Genome-wide genotyping array
2013-01-16	23064961	Shaffer JR	2012-10-11	J Dent Res	www.ncbi.nlm.nih.gov/pubmed/23064961	GWAS of dental caries patterns in the permanent dentition.	Dental caries	920 European ancestry individuals	NA	10q24.2	10	99514608	NKX2-3	AL391684.1 - LINC01475	ENSG00000224934	ENSG00000257582		51349	11742	rs7078219-?	rs7078219	0	7078219	intergenic_variant	1	NR	6E-6	5.221848749616356	(DMFS5mand)			Illumina [518997]	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001713	Genome-wide genotyping array
2013-01-16	23064961	Shaffer JR	2012-10-11	J Dent Res	www.ncbi.nlm.nih.gov/pubmed/23064961	GWAS of dental caries patterns in the permanent dentition.	Dental caries	920 European ancestry individuals	NA	9q22.33	9	99472041	TGFBR1, NR4A3	STX17-AS1, AL359710.1			ENSG00000255145, ENSG00000237461			rs649057-?	rs649057	0	649057	intron_variant	0	NR	5E-6	5.301029995663981	(DMFS5)			Illumina [518997]	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001713	Genome-wide genotyping array
2013-01-16	23064961	Shaffer JR	2012-10-11	J Dent Res	www.ncbi.nlm.nih.gov/pubmed/23064961	GWAS of dental caries patterns in the permanent dentition.	Dental caries	920 European ancestry individuals	NA	13q33.3	13	108850501	MYO16	MYO16			ENSG00000041515			rs17485138-?	rs17485138	0	17485138	intron_variant	0	NR	7E-6	5.154901959985743	(DMFS2)			Illumina [518997]	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001713	Genome-wide genotyping array
2013-01-16	23064961	Shaffer JR	2012-10-11	J Dent Res	www.ncbi.nlm.nih.gov/pubmed/23064961	GWAS of dental caries patterns in the permanent dentition.	Dental caries	920 European ancestry individuals	NA	3q21.3	3	128933710	ACAD9	KIAA1257			ENSG00000114656			rs9810890-?	rs9810890	0	9810890	intron_variant	0	NR	6E-6	5.221848749616356	(DMFS2)			Illumina [518997]	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001713	Genome-wide genotyping array
2013-01-16	23064961	Shaffer JR	2012-10-11	J Dent Res	www.ncbi.nlm.nih.gov/pubmed/23064961	GWAS of dental caries patterns in the permanent dentition.	Dental caries	920 European ancestry individuals	NA	4q31.22	4	145983152	ZNF827	AC108206.1 - AC108206.2	ENSG00000201314	ENSG00000260303		24912	69452	rs11100904-?	rs11100904	0	11100904	intergenic_variant	1	NR	2E-6	5.698970004336019	(DMFS3)			Illumina [518997]	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001713	Genome-wide genotyping array
2013-01-16	23064961	Shaffer JR	2012-10-11	J Dent Res	www.ncbi.nlm.nih.gov/pubmed/23064961	GWAS of dental caries patterns in the permanent dentition.	Dental caries	920 European ancestry individuals	NA	1q32.1	1	204814890	NFASC	AL161793.2 - AC096675.1	ENSG00000251861	ENSG00000287197		86784	7774	rs7552806-?	rs7552806	0	7552806	intergenic_variant	1	NR	3E-6	5.522878745280337	(DMFS5, DMFS5max)			Illumina [518997]	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001713	Genome-wide genotyping array
2013-01-16	23064961	Shaffer JR	2012-10-11	J Dent Res	www.ncbi.nlm.nih.gov/pubmed/23064961	GWAS of dental caries patterns in the permanent dentition.	Dental caries	920 European ancestry individuals	NA	6p25.3	6	566741	EXOC2	EXOC2			ENSG00000112685			rs2476842-?	rs2476842	0	2476842	intron_variant	0	NR	3E-6	5.522878745280337	(DMFS3)			Illumina [518997]	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001713	Genome-wide genotyping array
2013-01-16	23064961	Shaffer JR	2012-10-11	J Dent Res	www.ncbi.nlm.nih.gov/pubmed/23064961	GWAS of dental caries patterns in the permanent dentition.	Dental caries	920 European ancestry individuals	NA	10p14	10	10559897	SFTA1P	CELF2-DT - AL136452.1	ENSG00000270111	ENSG00000228997		97536	216326	rs11256676-?	rs11256676	0	11256676	intergenic_variant	1	NR	5E-6	5.301029995663981	(DMFS5mand)			Illumina [518997]	N	dental caries	http://www.ebi.ac.uk/efo/EFO_0003819	GCST001713	Genome-wide genotyping array
